Title,SentencesCount,Category1,Category2,Category3,Link,EnTitle,EnCat1,EnCat2,EnCat3,EnLink
گرمای تجدیدپذیر,24,انرژی,اقتصاد انرژی,,https://fa.wikipedia.org/wiki/%DA%AF%D8%B1%D9%85%D8%A7%DB%8C_%D8%AA%D8%AC%D8%AF%DB%8C%D8%AF%D9%BE%D8%B0%DB%8C%D8%B1,Renewable heat,Energy,Energy economics,,https://en.wikipedia.org/wiki/Renewable_heat
اثر ترموالکتریکی,21,انرژی,الکتریسیته,,https://fa.wikipedia.org/wiki/%D8%A7%D8%AB%D8%B1_%D8%AA%D8%B1%D9%85%D9%88%D8%A7%D9%84%DA%A9%D8%AA%D8%B1%DB%8C%DA%A9%DB%8C,Thermoelectric effect,Energy,Electricity,,https://en.wikipedia.org/wiki/Thermoelectric_effect
انتقال انرژی الکتریکی,23,انرژی,الکتریسیته,,https://fa.wikipedia.org/wiki/%D8%A7%D9%86%D8%AA%D9%82%D8%A7%D9%84_%D8%A7%D9%86%D8%B1%DA%98%DB%8C_%D8%A7%D9%84%DA%A9%D8%AA%D8%B1%DB%8C%DA%A9%DB%8C,Electric power transmission,Energy,Electricity,,https://en.wikipedia.org/wiki/Electric_power_transmission
پیروالکتریسیته,20,انرژی,الکتریسیته,,https://fa.wikipedia.org/wiki/%D9%BE%DB%8C%D8%B1%D9%88%D8%A7%D9%84%DA%A9%D8%AA%D8%B1%DB%8C%D8%B3%DB%8C%D8%AA%D9%87,Pyroelectricity,Energy,Electricity,,https://en.wikipedia.org/wiki/Pyroelectricity
پیزوالکتریکی,41,انرژی,الکتریسیته,,https://fa.wikipedia.org/wiki/%D9%BE%DB%8C%D8%B2%D9%88%D8%A7%D9%84%DA%A9%D8%AA%D8%B1%DB%8C%DA%A9%DB%8C,Piezoelectricity,Energy,Electricity,,https://en.wikipedia.org/wiki/Piezoelectricity
کابل خودنگه‌دار,16,انرژی,الکتریسیته,,https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D8%A8%D9%84_%D8%AE%D9%88%D8%AF%D9%86%DA%AF%D9%87%E2%80%8C%D8%AF%D8%A7%D8%B1,Aerial bundled cable,Energy,Electricity,,https://en.wikipedia.org/wiki/Aerial_bundled_cable
آب سنگین,15,انرژی,انرژی هسته‌ای,,https://fa.wikipedia.org/wiki/%D8%A2%D8%A8_%D8%B3%D9%86%DA%AF%DB%8C%D9%86,Heavy water,Energy,Nuclear energy,,https://en.wikipedia.org/wiki/Heavy_water
رآکتور هسته‌ای,16,انرژی,انرژی هسته‌ای,,https://fa.wikipedia.org/wiki/%D8%B1%D8%A2%DA%A9%D8%AA%D9%88%D8%B1_%D9%87%D8%B3%D8%AA%D9%87%E2%80%8C%D8%A7%DB%8C,Nuclear reactor,Energy,Nuclear energy,,https://en.wikipedia.org/wiki/Nuclear_reactor
غنی‌سازی اورانیوم,16,انرژی,انرژی هسته‌ای,,https://fa.wikipedia.org/wiki/%D8%BA%D9%86%DB%8C%E2%80%8C%D8%B3%D8%A7%D8%B2%DB%8C_%D8%A7%D9%88%D8%B1%D8%A7%D9%86%DB%8C%D9%88%D9%85,Enriched uranium,Energy,Nuclear energy,,https://en.wikipedia.org/wiki/Enriched_uranium
هدفون,23,انرژی,تبدیل انرژی,مبدل‌ها,https://fa.wikipedia.org/wiki/%D9%87%D8%AF%D9%81%D9%88%D9%86,Headphones,Energy,Energy conversion,Transducers,https://en.wikipedia.org/wiki/Headphones
اثر فتوالکتریک,17,انرژی,تبدیل انرژی,فتوولتائیک,https://fa.wikipedia.org/wiki/%D8%A7%D8%AB%D8%B1_%D9%81%D8%AA%D9%88%D8%A7%D9%84%DA%A9%D8%AA%D8%B1%DB%8C%DA%A9,Photoelectric effect,Energy,Energy conversion,Photovoltaics,https://en.wikipedia.org/wiki/Photoelectric_effect
پنل خورشیدی,20,انرژی,تبدیل انرژی,فتوولتائیک,https://fa.wikipedia.org/wiki/%D9%BE%D9%86%D9%84_%D8%AE%D9%88%D8%B1%D8%B4%DB%8C%D8%AF%DB%8C,Solar panel,Energy,Energy conversion,Photovoltaics,https://en.wikipedia.org/wiki/Solar_panel
سامانه فتوولتایی,16,انرژی,تبدیل انرژی,فتوولتائیک,https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%85%D8%A7%D9%86%D9%87_%D9%81%D8%AA%D9%88%D9%88%D9%84%D8%AA%D8%A7%DB%8C%DB%8C,Photovoltaic system,Energy,Energy conversion,Photovoltaics,https://en.wikipedia.org/wiki/Photovoltaic_system
فتوولتائیک متمرکز,32,انرژی,تبدیل انرژی,فتوولتائیک,https://fa.wikipedia.org/wiki/%D9%81%D8%AA%D9%88%D9%88%D9%84%D8%AA%D8%A7%D8%A6%DB%8C%DA%A9_%D9%85%D8%AA%D9%85%D8%B1%DA%A9%D8%B2,Concentrator photovoltaics,Energy,Energy conversion,Photovoltaics,https://en.wikipedia.org/wiki/Concentrator_photovoltaics
فرستنده جرقه شکاف,24,انرژی,تبدیل انرژی,تبدیل انرژی الکتریکی,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%B3%D8%AA%D9%86%D8%AF%D9%87_%D8%AC%D8%B1%D9%82%D9%87_%D8%B4%DA%A9%D8%A7%D9%81,Spark-gap transmitter,Energy,Energy conversion,Electric power conversion,https://en.wikipedia.org/wiki/Spark-gap_transmitter
منبع تغذیه سوئیچینگ,18,انرژی,تبدیل انرژی,تبدیل انرژی الکتریکی,https://fa.wikipedia.org/wiki/%D9%85%D9%86%D8%A8%D8%B9_%D8%AA%D8%BA%D8%B0%DB%8C%D9%87_%D8%B3%D9%88%D8%A6%DB%8C%DA%86%DB%8C%D9%86%DA%AF,Switched-mode power supply,Energy,Energy conversion,Electric power conversion,https://en.wikipedia.org/wiki/Switched-mode_power_supply
تخریب (ساختمان),27,انرژی,تبدیل انرژی,بازیافت,https://fa.wikipedia.org/wiki/%D8%AA%D8%AE%D8%B1%DB%8C%D8%A8_(%D8%B3%D8%A7%D8%AE%D8%AA%D9%85%D8%A7%D9%86),Deconstruction (building),Energy,Energy conversion,Recycling,https://en.wikipedia.org/wiki/Deconstruction_(building)
زباله,19,انرژی,تبدیل انرژی,بازیافت,https://fa.wikipedia.org/wiki/%D8%B2%D8%A8%D8%A7%D9%84%D9%87,Waste,Energy,Energy conversion,Recycling,https://en.wikipedia.org/wiki/Waste
گیاه‌پالایی,22,انرژی,تبدیل انرژی,بازیافت,https://fa.wikipedia.org/wiki/%DA%AF%DB%8C%D8%A7%D9%87%E2%80%8C%D9%BE%D8%A7%D9%84%D8%A7%DB%8C%DB%8C,Phytoremediation,Energy,Energy conversion,Recycling,https://en.wikipedia.org/wiki/Phytoremediation
باتری گرانشی,30,انرژی,فناوری انرژی,ذخیره‌سازی انرژی,https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%AA%D8%B1%DB%8C_%DA%AF%D8%B1%D8%A7%D9%86%D8%B4%DB%8C,Gravity battery,Energy,Energy industry,Energy storage,https://en.wikipedia.org/wiki/Gravity_battery
خازن,59,انرژی,فناوری انرژی,ذخیره‌سازی انرژی,https://fa.wikipedia.org/wiki/%D8%AE%D8%A7%D8%B2%D9%86,Capacitor,Energy,Energy industry,Energy storage,https://en.wikipedia.org/wiki/Capacitor
فناوری یخ قابل پمپاژ,23,انرژی,فناوری انرژی,ذخیره‌سازی انرژی,https://fa.wikipedia.org/wiki/%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C_%DB%8C%D8%AE_%D9%82%D8%A7%D8%A8%D9%84_%D9%BE%D9%85%D9%BE%D8%A7%DA%98,Pumpable ice technology,Energy,Energy industry,Energy storage,https://en.wikipedia.org/wiki/Pumpable_ice_technology
ال‌پی‌جی,16,انرژی,فناوری انرژی,صنعت نفت,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%E2%80%8C%D9%BE%DB%8C%E2%80%8C%D8%AC%DB%8C,Liquefied petroleum gas,Energy,Energy industry,Petroleum industry,https://en.wikipedia.org/wiki/Liquefied_petroleum_gas
مخزن نفتی,15,انرژی,فناوری انرژی,صنعت نفت,https://fa.wikipedia.org/wiki/%D9%85%D8%AE%D8%B2%D9%86_%D9%86%D9%81%D8%AA%DB%8C,Petroleum reservoir,Energy,Energy industry,Petroleum industry,https://en.wikipedia.org/wiki/Petroleum_reservoir
تهویه مطبوع,24,انرژی,فناوری انرژی,فناوری‌های گاز,https://fa.wikipedia.org/wiki/%D8%AA%D9%87%D9%88%DB%8C%D9%87_%D9%85%D8%B7%D8%A8%D9%88%D8%B9,Air conditioning,Energy,Energy industry,Gas technologies,https://en.wikipedia.org/wiki/Air_conditioning
ریزسیال‌شناسی,17,انرژی,فناوری انرژی,فناوری‌های گاز,https://fa.wikipedia.org/wiki/%D8%B1%DB%8C%D8%B2%D8%B3%DB%8C%D8%A7%D9%84%E2%80%8C%D8%B4%D9%86%D8%A7%D8%B3%DB%8C,Microfluidics,Energy,Energy industry,Gas technologies,https://en.wikipedia.org/wiki/Microfluidics
جداسازی (میکروبیولوژی),19,زیست‌شناسی,,,https://fa.wikipedia.org/wiki/%D8%AC%D8%AF%D8%A7%D8%B3%D8%A7%D8%B2%DB%8C_(%D9%85%DB%8C%DA%A9%D8%B1%D9%88%D8%A8%DB%8C%D9%88%D9%84%D9%88%DA%98%DB%8C),Isolation (microbiology),Biology,,,https://en.wikipedia.org/wiki/Isolation_(microbiology)
خوراک انسان,37,زیست‌شناسی,,,https://fa.wikipedia.org/wiki/%D8%AE%D9%88%D8%B1%D8%A7%DA%A9_%D8%A7%D9%86%D8%B3%D8%A7%D9%86,Human nutrition,Biology,,,https://en.wikipedia.org/wiki/Human_nutrition
سامانه حسی-پیکری,24,زیست‌شناسی,,,https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%85%D8%A7%D9%86%D9%87_%D8%AD%D8%B3%DB%8C-%D9%BE%DB%8C%DA%A9%D8%B1%DB%8C,Somatosensory system,Biology,,,https://en.wikipedia.org/wiki/Somatosensory_system
فاژ,18,زیست‌شناسی,,,https://fa.wikipedia.org/wiki/%D9%81%D8%A7%DA%98,Bacteriophage,Biology,,,https://en.wikipedia.org/wiki/Bacteriophage
گرایش جنسی و زیست‌شناسی,23,زیست‌شناسی,,,https://fa.wikipedia.org/wiki/%DA%AF%D8%B1%D8%A7%DB%8C%D8%B4_%D8%AC%D9%86%D8%B3%DB%8C_%D9%88_%D8%B2%DB%8C%D8%B3%D8%AA%E2%80%8C%D8%B4%D9%86%D8%A7%D8%B3%DB%8C,Biology and sexual orientation,Biology,,,https://en.wikipedia.org/wiki/Biology_and_sexual_orientation
ماهیچه صاف,15,زیست‌شناسی,,,https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D9%87%DB%8C%DA%86%D9%87_%D8%B5%D8%A7%D9%81,Smooth muscle,Biology,,,https://en.wikipedia.org/wiki/Smooth_muscle
نشانگر زیستی,18,زیست‌شناسی,,,https://fa.wikipedia.org/wiki/%D9%86%D8%B4%D8%A7%D9%86%DA%AF%D8%B1_%D8%B2%DB%8C%D8%B3%D8%AA%DB%8C,Biomarker,Biology,,,https://en.wikipedia.org/wiki/Biomarker
اسید چرب,23,زیست‌شناسی,علوم تغذیه,,https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%DB%8C%D8%AF_%DA%86%D8%B1%D8%A8,Fatty acid,Biology,Nutrition,,https://en.wikipedia.org/wiki/Fatty_acid
پروتئین‌ها در رژیم غذایی,25,زیست‌شناسی,علوم تغذیه,,https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%D8%AA%D8%A6%DB%8C%D9%86%E2%80%8C%D9%87%D8%A7_%D8%AF%D8%B1_%D8%B1%DA%98%DB%8C%D9%85_%D8%BA%D8%B0%D8%A7%DB%8C%DB%8C,Protein (nutrient),Biology,Nutrition,,https://en.wikipedia.org/wiki/Protein_(nutrient)
تغذیه,15,زیست‌شناسی,علوم تغذیه,,https://fa.wikipedia.org/wiki/%D8%AA%D8%BA%D8%B0%DB%8C%D9%87,Nutrition,Biology,Nutrition,,https://en.wikipedia.org/wiki/Nutrition
دیابت,77,زیست‌شناسی,علوم تغذیه,,https://fa.wikipedia.org/wiki/%D8%AF%DB%8C%D8%A7%D8%A8%D8%AA,Diabetes,Biology,Nutrition,,https://en.wikipedia.org/wiki/Diabetes
روزه,40,زیست‌شناسی,علوم تغذیه,,https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2%D9%87,Fasting,Biology,Nutrition,,https://en.wikipedia.org/wiki/Fasting
ریزمغذی,17,زیست‌شناسی,علوم تغذیه,,https://fa.wikipedia.org/wiki/%D8%B1%DB%8C%D8%B2%D9%85%D8%BA%D8%B0%DB%8C,Micronutrient,Biology,Nutrition,,https://en.wikipedia.org/wiki/Micronutrient
فیبر خوراکی,19,زیست‌شناسی,علوم تغذیه,,https://fa.wikipedia.org/wiki/%D9%81%DB%8C%D8%A8%D8%B1_%D8%AE%D9%88%D8%B1%D8%A7%DA%A9%DB%8C,Dietary fiber,Biology,Nutrition,,https://en.wikipedia.org/wiki/Dietary_fiber
کلسترول,54,زیست‌شناسی,علوم تغذیه,,https://fa.wikipedia.org/wiki/%DA%A9%D9%84%D8%B3%D8%AA%D8%B1%D9%88%D9%84,Cholesterol,Biology,Nutrition,,https://en.wikipedia.org/wiki/Cholesterol
گلوکز,24,زیست‌شناسی,علوم تغذیه,,https://fa.wikipedia.org/wiki/%DA%AF%D9%84%D9%88%DA%A9%D8%B2,Glucose,Biology,Nutrition,,https://en.wikipedia.org/wiki/Glucose
گیاه‌خواری (انسان),37,زیست‌شناسی,علوم تغذیه,,https://fa.wikipedia.org/wiki/%DA%AF%DB%8C%D8%A7%D9%87%E2%80%8C%D8%AE%D9%88%D8%A7%D8%B1%DB%8C_(%D8%A7%D9%86%D8%B3%D8%A7%D9%86),Vegetarianism,Biology,Nutrition,,https://en.wikipedia.org/wiki/Vegetarianism
مکمل‌های غذایی طبیعی,70,زیست‌شناسی,علوم تغذیه,,https://fa.wikipedia.org/wiki/%D9%85%DA%A9%D9%85%D9%84%E2%80%8C%D9%87%D8%A7%DB%8C_%D8%BA%D8%B0%D8%A7%DB%8C%DB%8C_%D8%B7%D8%A8%DB%8C%D8%B9%DB%8C,Dietary supplement,Biology,Nutrition,,https://en.wikipedia.org/wiki/Dietary_supplement
مواد شیمیایی گیاهی,18,زیست‌شناسی,علوم تغذیه,,https://fa.wikipedia.org/wiki/%D9%85%D9%88%D8%A7%D8%AF_%D8%B4%DB%8C%D9%85%DB%8C%D8%A7%DB%8C%DB%8C_%DA%AF%DB%8C%D8%A7%D9%87%DB%8C,Phytochemical,Biology,Nutrition,,https://en.wikipedia.org/wiki/Phytochemical
الکتروپوراسیون,27,زیست‌شناسی,زیست‌شناسی مولکولی,,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%DA%A9%D8%AA%D8%B1%D9%88%D9%BE%D9%88%D8%B1%D8%A7%D8%B3%DB%8C%D9%88%D9%86,Electroporation,Biology,Molecular biology,,https://en.wikipedia.org/wiki/Electroporation
پیرایش آران‌ای,15,زیست‌شناسی,زیست‌شناسی مولکولی,,https://fa.wikipedia.org/wiki/%D9%BE%DB%8C%D8%B1%D8%A7%DB%8C%D8%B4_%D8%A2%D8%B1%D8%A7%D9%86%E2%80%8C%D8%A7%DB%8C,RNA splicing,Biology,Molecular biology,,https://en.wikipedia.org/wiki/RNA_splicing
چندریختی تک-نوکلئوتید,15,زیست‌شناسی,زیست‌شناسی مولکولی,,https://fa.wikipedia.org/wiki/%DA%86%D9%86%D8%AF%D8%B1%DB%8C%D8%AE%D8%AA%DB%8C_%D8%AA%DA%A9-%D9%86%D9%88%DA%A9%D9%84%D8%A6%D9%88%D8%AA%DB%8C%D8%AF,Single-nucleotide polymorphism,Biology,Molecular biology,,https://en.wikipedia.org/wiki/Single-nucleotide_polymorphism
حاشیه‌نویسی اسنیپ,15,زیست‌شناسی,زیست‌شناسی مولکولی,,https://fa.wikipedia.org/wiki/%D8%AD%D8%A7%D8%B4%DB%8C%D9%87%E2%80%8C%D9%86%D9%88%DB%8C%D8%B3%DB%8C_%D8%A7%D8%B3%D9%86%DB%8C%D9%BE,SNP annotation,Biology,Molecular biology,,https://en.wikipedia.org/wiki/SNP_annotation
دسته‌بندی دی‌ان‌ای,46,زیست‌شناسی,زیست‌شناسی مولکولی,,https://fa.wikipedia.org/wiki/%D8%AF%D8%B3%D8%AA%D9%87%E2%80%8C%D8%A8%D9%86%D8%AF%DB%8C_%D8%AF%DB%8C%E2%80%8C%D8%A7%D9%86%E2%80%8C%D8%A7%DB%8C,DNA profiling,Biology,Molecular biology,,https://en.wikipedia.org/wiki/DNA_profiling
دی‌ان‌ای رایانه,25,زیست‌شناسی,زیست‌شناسی مولکولی,,https://fa.wikipedia.org/wiki/%D8%AF%DB%8C%E2%80%8C%D8%A7%D9%86%E2%80%8C%D8%A7%DB%8C_%D8%B1%D8%A7%DB%8C%D8%A7%D9%86%D9%87,DNA computing,Biology,Molecular biology,,https://en.wikipedia.org/wiki/DNA_computing
رونویسی (ژنتیک),24,زیست‌شناسی,زیست‌شناسی مولکولی,,https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D9%86%D9%88%DB%8C%D8%B3%DB%8C_(%DA%98%D9%86%D8%AA%DB%8C%DA%A9),Transcription (biology),Biology,Molecular biology,,https://en.wikipedia.org/wiki/Transcription_(biology)
شبیه‌سازی (زیست‌شناسی),15,زیست‌شناسی,زیست‌شناسی مولکولی,,https://fa.wikipedia.org/wiki/%D8%B4%D8%A8%DB%8C%D9%87%E2%80%8C%D8%B3%D8%A7%D8%B2%DB%8C_(%D8%B2%DB%8C%D8%B3%D8%AA%E2%80%8C%D8%B4%D9%86%D8%A7%D8%B3%DB%8C),Cloning,Biology,Molecular biology,,https://en.wikipedia.org/wiki/Cloning
غذای اصلاح‌شده ژنتیکی,42,زیست‌شناسی,زیست‌شناسی مولکولی,,https://fa.wikipedia.org/wiki/%D8%BA%D8%B0%D8%A7%DB%8C_%D8%A7%D8%B5%D9%84%D8%A7%D8%AD%E2%80%8C%D8%B4%D8%AF%D9%87_%DA%98%D9%86%D8%AA%DB%8C%DA%A9%DB%8C,Genetically modified food,Biology,Molecular biology,,https://en.wikipedia.org/wiki/Genetically_modified_food
مبدل زیستی,17,زیست‌شناسی,زیست‌شناسی مولکولی,,https://fa.wikipedia.org/wiki/%D9%85%D8%A8%D8%AF%D9%84_%D8%B2%DB%8C%D8%B3%D8%AA%DB%8C,Biotransducer,Biology,Molecular biology,,https://en.wikipedia.org/wiki/Biotransducer
زیست‌شناسی فرگشتی,17,زیست‌شناسی,زیست‌شناسی فرگشتی,,https://fa.wikipedia.org/wiki/%D8%B2%DB%8C%D8%B3%D8%AA%E2%80%8C%D8%B4%D9%86%D8%A7%D8%B3%DB%8C_%D9%81%D8%B1%DA%AF%D8%B4%D8%AA%DB%8C,Evolutionary biology,Biology,Evolutionary biology,,https://en.wikipedia.org/wiki/Evolutionary_biology
روان‌شناسی فرگشتی,92,زیست‌شناسی,زیست‌شناسی فرگشتی,,https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%A7%D9%86%E2%80%8C%D8%B4%D9%86%D8%A7%D8%B3%DB%8C_%D9%81%D8%B1%DA%AF%D8%B4%D8%AA%DB%8C,Evolutionary psychology,Biology,Evolutionary biology,,https://en.wikipedia.org/wiki/Evolutionary_psychology
زیست‌تقلید,16,زیست‌شناسی,زیست‌شناسی فرگشتی,,https://fa.wikipedia.org/wiki/%D8%B2%DB%8C%D8%B3%D8%AA%E2%80%8C%D8%AA%D9%82%D9%84%DB%8C%D8%AF,Biomimetics,Biology,Evolutionary biology,,https://en.wikipedia.org/wiki/Biomimetics
شاخه‌بندی,16,زیست‌شناسی,زیست‌شناسی فرگشتی,,https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D8%AE%D9%87%E2%80%8C%D8%A8%D9%86%D8%AF%DB%8C,Cladistics,Biology,Evolutionary biology,,https://en.wikipedia.org/wiki/Cladistics
شواهد تبار مشترک,15,زیست‌شناسی,زیست‌شناسی فرگشتی,,https://fa.wikipedia.org/wiki/%D8%B4%D9%88%D8%A7%D9%87%D8%AF_%D8%AA%D8%A8%D8%A7%D8%B1_%D9%85%D8%B4%D8%AA%D8%B1%DA%A9,Evidence of common descent,Biology,Evolutionary biology,,https://en.wikipedia.org/wiki/Evidence_of_common_descent
فرگشت انسان,61,زیست‌شناسی,زیست‌شناسی فرگشتی,,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DA%AF%D8%B4%D8%AA_%D8%A7%D9%86%D8%B3%D8%A7%D9%86,Human evolution,Biology,Evolutionary biology,,https://en.wikipedia.org/wiki/Human_evolution
فرگشت تولیدمثل جنسی,49,زیست‌شناسی,زیست‌شناسی فرگشتی,,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DA%AF%D8%B4%D8%AA_%D8%AA%D9%88%D9%84%DB%8C%D8%AF%D9%85%D8%AB%D9%84_%D8%AC%D9%86%D8%B3%DB%8C,Evolution of sexual reproduction,Biology,Evolutionary biology,,https://en.wikipedia.org/wiki/Evolution_of_sexual_reproduction
فیزیولوژی ورزشی,18,زیست‌شناسی,زیست‌شناسی فرگشتی,,https://fa.wikipedia.org/wiki/%D9%81%DB%8C%D8%B2%DB%8C%D9%88%D9%84%D9%88%DA%98%DB%8C_%D9%88%D8%B1%D8%B2%D8%B4%DB%8C,Exercise physiology,Biology,Evolutionary biology,,https://en.wikipedia.org/wiki/Exercise_physiology
میزان حمایت از فرگشت,30,زیست‌شناسی,زیست‌شناسی فرگشتی,,https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B2%D8%A7%D9%86_%D8%AD%D9%85%D8%A7%DB%8C%D8%AA_%D8%A7%D8%B2_%D9%81%D8%B1%DA%AF%D8%B4%D8%AA,Level of support for evolution,Biology,Evolutionary biology,,https://en.wikipedia.org/wiki/Level_of_support_for_evolution
نزدیک‌ترین نیای مشترک,18,زیست‌شناسی,زیست‌شناسی فرگشتی,,https://fa.wikipedia.org/wiki/%D9%86%D8%B2%D8%AF%DB%8C%DA%A9%E2%80%8C%D8%AA%D8%B1%DB%8C%D9%86_%D9%86%DB%8C%D8%A7%DB%8C_%D9%85%D8%B4%D8%AA%D8%B1%DA%A9,Most recent common ancestor,Biology,Evolutionary biology,,https://en.wikipedia.org/wiki/Most_recent_common_ancestor
همکاری میکروبی,26,زیست‌شناسی,زیست‌شناسی فرگشتی,,https://fa.wikipedia.org/wiki/%D9%87%D9%85%DA%A9%D8%A7%D8%B1%DB%8C_%D9%85%DB%8C%DA%A9%D8%B1%D9%88%D8%A8%DB%8C,Microbial cooperation,Biology,Evolutionary biology,,https://en.wikipedia.org/wiki/Microbial_cooperation
آبیاری,17,زیست‌شناسی,بوم‌شناسی,برزشناسی,https://fa.wikipedia.org/wiki/%D8%A2%D8%A8%DB%8C%D8%A7%D8%B1%DB%8C,Irrigation,Biology,Ecology,Agronomy,https://en.wikipedia.org/wiki/Irrigation
فتوسنتز,24,زیست‌شناسی,بوم‌شناسی,برزشناسی,https://fa.wikipedia.org/wiki/%D9%81%D8%AA%D9%88%D8%B3%D9%86%D8%AA%D8%B2,Photosynthesis,Biology,Ecology,Agronomy,https://en.wikipedia.org/wiki/Photosynthesis
فرسایش,22,زیست‌شناسی,بوم‌شناسی,برزشناسی,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%B3%D8%A7%DB%8C%D8%B4,Erosion,Biology,Ecology,Agronomy,https://en.wikipedia.org/wiki/Erosion
تاکسیکوکینتیک,15,زیست‌شناسی,بوم‌شناسی,سم‌شناسی,https://fa.wikipedia.org/wiki/%D8%AA%D8%A7%DA%A9%D8%B3%DB%8C%DA%A9%D9%88%DA%A9%DB%8C%D9%86%D8%AA%DB%8C%DA%A9,Toxicokinetics,Biology,Ecology,Toxicology,https://en.wikipedia.org/wiki/Toxicokinetics
خفگی با گاز نجیب,19,زیست‌شناسی,بوم‌شناسی,سم‌شناسی,https://fa.wikipedia.org/wiki/%D8%AE%D9%81%DA%AF%DB%8C_%D8%A8%D8%A7_%DA%AF%D8%A7%D8%B2_%D9%86%D8%AC%DB%8C%D8%A8,Inert gas asphyxiation,Biology,Ecology,Toxicology,https://en.wikipedia.org/wiki/Inert_gas_asphyxiation
سم‌شناسی,47,زیست‌شناسی,بوم‌شناسی,سم‌شناسی,https://fa.wikipedia.org/wiki/%D8%B3%D9%85%E2%80%8C%D8%B4%D9%86%D8%A7%D8%B3%DB%8C,Toxicology,Biology,Ecology,Toxicology,https://en.wikipedia.org/wiki/Toxicology
الگوی عمل ثابت,18,زیست‌شناسی,جانورشناسی,رفتارشناسی جانوران,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%DA%AF%D9%88%DB%8C_%D8%B9%D9%85%D9%84_%D8%AB%D8%A7%D8%A8%D8%AA,Fixed action pattern,Biology,Zoology,Ethology,https://en.wikipedia.org/wiki/Fixed_action_pattern
رفتار همجنس‌گرایانه در جانوران,60,زیست‌شناسی,جانورشناسی,رفتارشناسی جانوران,https://fa.wikipedia.org/wiki/%D8%B1%D9%81%D8%AA%D8%A7%D8%B1_%D9%87%D9%85%D8%AC%D9%86%D8%B3%E2%80%8C%DA%AF%D8%B1%D8%A7%DB%8C%D8%A7%D9%86%D9%87_%D8%AF%D8%B1_%D8%AC%D8%A7%D9%86%D9%88%D8%B1%D8%A7%D9%86,Homosexual behavior in animals,Biology,Zoology,Ethology,https://en.wikipedia.org/wiki/Homosexual_behavior_in_animals
مدل‌های محاسبه عصبی,40,زیست‌شناسی,جانورشناسی,رفتارشناسی جانوران,https://fa.wikipedia.org/wiki/%D9%85%D8%AF%D9%84%E2%80%8C%D9%87%D8%A7%DB%8C_%D9%85%D8%AD%D8%A7%D8%B3%D8%A8%D9%87_%D8%B9%D8%B5%D8%A8%DB%8C,Models of neural computation,Biology,Zoology,Ethology,https://en.wikipedia.org/wiki/Models_of_neural_computation
زیست‌لایه,19,زیست‌شناسی,میکروبیولوژی,باکتری‌ها,https://fa.wikipedia.org/wiki/%D8%B2%DB%8C%D8%B3%D8%AA%E2%80%8C%D9%84%D8%A7%DB%8C%D9%87,Biofilm,Biology,Microbiology,Bacteria,https://en.wikipedia.org/wiki/Biofilm
ویروس‌شناسی,22,زیست‌شناسی,میکروبیولوژی,ویروس‌شناسی,https://fa.wikipedia.org/wiki/%D9%88%DB%8C%D8%B1%D9%88%D8%B3%E2%80%8C%D8%B4%D9%86%D8%A7%D8%B3%DB%8C,Virology,Biology,Microbiology,Virology,https://en.wikipedia.org/wiki/Virology
باران‌های موسمی جنوب آسیا,21,علوم محیطی,,,https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%B1%D8%A7%D9%86%E2%80%8C%D9%87%D8%A7%DB%8C_%D9%85%D9%88%D8%B3%D9%85%DB%8C_%D8%AC%D9%86%D9%88%D8%A8_%D8%A2%D8%B3%DB%8C%D8%A7,Monsoon of South Asia,Environmental science,,,https://en.wikipedia.org/wiki/Monsoon_of_South_Asia
بهداشت محیط,23,علوم محیطی,,,https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%AF%D8%A7%D8%B4%D8%AA_%D9%85%D8%AD%DB%8C%D8%B7,Environmental health,Environmental science,,,https://en.wikipedia.org/wiki/Environmental_health
تنوع زیستی,18,علوم محیطی,,,https://fa.wikipedia.org/wiki/%D8%AA%D9%86%D9%88%D8%B9_%D8%B2%DB%8C%D8%B3%D8%AA%DB%8C,Biodiversity,Environmental science,,,https://en.wikipedia.org/wiki/Biodiversity
